# total_ram_gb=15.6
t,ram_gb,vram_gb
0.0,2.36,
1.0,2.23,
2.0,2.21,
3.0,2.22,
4.0,2.22,
5.0,2.21,
6.0,2.26,
7.0,2.28,
8.0,2.34,
9.0,2.32,
10.0,2.32,
11.0,2.31,
12.0,2.31,
13.0,2.29,
14.0,2.29,
15.0,2.29,
16.0,2.29,
17.0,2.28,
18.0,2.28,
19.0,2.3,
