# total_ram_gb=15.6
t,ram_gb,vram_gb
0.0,2.27,
1.0,2.2,
2.0,2.19,
3.0,2.19,
4.0,2.21,
5.0,2.22,
6.0,2.2,
7.0,2.2,
8.0,2.26,
9.0,2.3,
10.0,2.28,
11.0,2.29,
12.0,2.29,
13.0,2.29,
14.0,2.3,
15.0,2.3,
16.0,2.3,
17.0,2.29,
18.0,2.27,
19.0,2.27,
20.0,2.23,
