# total_ram_gb=15.6
t,ram_gb,vram_gb
0.0,2.3,
1.0,2.2,
2.0,2.23,
3.0,2.23,
4.0,2.23,
5.0,2.23,
6.0,2.25,
7.0,2.49,
8.0,2.31,
9.0,2.2,
10.0,2.63,
11.0,2.25,
12.0,2.78,
13.0,2.77,
14.0,2.77,
15.0,2.76,
16.0,2.75,
17.0,2.7,
18.0,2.7,
19.0,2.7,
20.0,2.71,
21.0,2.71,
22.0,2.71,
23.0,2.79,
