# total_ram_gb=15.6
t,ram_gb,vram_gb
0.0,2.75,
1.0,2.61,
2.0,2.33,
3.0,2.33,
4.0,2.33,
5.0,2.32,
6.0,2.39,
7.0,2.39,
8.0,2.48,
9.0,2.5,
10.0,2.33,
11.0,2.35,
12.0,2.34,
13.0,2.34,
14.0,2.34,
15.0,2.33,
16.0,2.33,
17.0,2.31,
18.0,2.22,
19.0,2.28,
