# total_ram_gb=16.0
t,ram_gb,vram_gb
0.0,4.48,
1.0,4.08,
2.0,4.26,
3.0,4.25,
4.0,4.27,
5.0,4.27,
6.0,4.29,
7.0,4.35,
8.0,4.39,
9.0,4.33,
10.0,4.41,
11.0,4.41,
12.0,4.48,
13.0,4.48,
14.0,4.48,
15.0,4.42,
16.0,4.34,
17.0,4.27,
18.0,4.34,
19.0,4.22,
20.0,4.48,
21.0,4.49,
22.0,4.48,
23.0,4.49,
24.0,4.47,
25.0,4.47,
26.0,4.47,
27.0,4.47,
28.0,4.4,
29.0,4.41,
30.0,4.4,
31.0,4.4,
32.0,4.51,
