# total_ram_gb=16.0
t,ram_gb,vram_gb
0.0,4.49,
1.0,4.57,
2.0,4.8,
3.0,4.87,
4.0,4.87,
5.0,4.87,
6.0,4.9,
7.0,4.92,
8.0,4.93,
9.0,4.97,
10.0,5.05,
11.0,5.3,
12.0,5.07,
13.0,5.22,
14.0,5.25,
15.0,5.24,
16.0,5.22,
17.0,5.22,
18.0,5.22,
19.0,5.22,
20.0,5.04,
21.0,5.14,
22.0,5.05,
23.0,5.23,
24.0,5.18,
25.0,5.34,
26.0,5.39,
27.0,5.19,
28.0,5.22,
29.1,5.23,
30.1,5.23,
31.1,5.23,
32.1,5.23,
33.1,5.22,
34.1,5.22,
35.1,5.22,
36.1,5.16,
37.1,5.21,
