# total_ram_gb=16.0
t,ram_gb,vram_gb
0.0,5.59,
1.0,5.31,
2.0,5.38,
3.0,5.35,
4.0,5.35,
5.0,5.34,
6.0,5.41,
7.0,5.44,
8.0,5.42,
9.0,5.15,
10.0,5.24,
11.0,5.11,
12.0,5.23,
13.0,5.25,
14.0,5.25,
15.0,5.23,
16.0,5.23,
17.0,5.13,
18.0,5.12,
19.0,5.12,
20.0,5.02,
21.0,5.12,
