# total_ram_gb=16.0
t,ram_gb,vram_gb
0.0,4.95,
1.0,4.84,
2.0,4.84,
3.0,4.54,
4.0,4.55,
5.0,4.55,
6.0,4.52,
7.0,4.53,
8.0,4.57,
9.0,4.64,
10.0,4.58,
11.0,4.63,
12.0,4.62,
13.0,4.73,
14.0,4.84,
15.0,4.73,
16.0,4.65,
17.0,4.64,
18.0,4.65,
19.0,4.64,
20.0,4.63,
21.0,4.63,
22.0,4.63,
23.0,4.62,
24.0,4.73,
