# total_ram_gb=16.0
t,ram_gb,vram_gb
0.0,4.26,
1.0,4.0,
2.0,4.18,
3.0,4.22,
4.0,4.21,
5.0,4.2,
6.0,4.25,
7.0,4.33,
8.0,4.28,
9.0,4.2,
10.0,4.3,
11.0,4.2,
12.0,4.3,
13.0,4.31,
14.0,4.3,
15.0,4.32,
16.0,4.32,
17.0,4.34,
18.0,4.36,
19.0,4.36,
20.0,4.36,
21.0,4.46,
