# total_ram_gb=7.0
t,ram_gb,vram_gb
0.0,3.53,
1.0,3.39,
2.0,3.45,
3.1,3.46,
4.3,3.46,
5.3,3.46,
6.5,3.48,
7.6,3.57,
8.7,3.55,
9.7,3.55,
10.9,3.55,
12.0,3.52,
