# total_ram_gb=7.0
t,ram_gb,vram_gb
0.0,3.55,
1.1,3.45,
2.2,3.53,
3.2,3.5,
4.4,3.5,
5.5,3.5,
6.6,3.5,
7.7,3.53,
8.7,3.55,
9.8,3.55,
11.0,3.54,
12.0,3.56,
13.2,3.51,
14.2,3.55,
15.3,3.57,
16.3,3.56,
17.4,3.51,
18.4,3.56,
19.4,3.56,
20.4,3.56,
21.5,3.56,
22.7,3.56,
23.7,3.55,
24.9,3.55,
26.0,3.55,
27.1,3.55,
