# total_ram_gb=7.0
t,ram_gb,vram_gb
0.0,3.64,
1.1,3.64,
2.3,3.63,
3.3,3.69,
4.3,3.7,
5.3,3.71,
6.5,3.7,
7.5,3.71,
8.6,3.7,
9.7,3.7,
10.7,3.7,
11.7,3.68,
12.8,3.67,
13.9,3.69,
15.0,3.7,
16.1,3.7,
17.2,3.67,
18.3,3.69,
19.3,3.7,
20.3,3.66,
21.3,3.63,
22.3,3.67,
23.5,3.68,
24.6,3.7,
25.7,3.64,
26.9,3.68,
27.9,3.67,
29.0,3.7,
30.0,3.7,
31.1,3.65,
32.2,3.69,
33.4,3.68,
34.4,3.68,
35.5,3.7,
36.6,3.69,
37.7,3.7,
38.9,3.69,
40.0,3.68,
41.1,3.69,
42.3,3.64,
