# total_ram_gb=7.0
t,ram_gb,vram_gb
0.0,3.57,
1.1,3.54,
2.2,3.54,
3.3,3.56,
4.4,3.55,
5.5,3.55,
6.5,3.55,
7.7,3.58,
8.7,3.6,
9.8,3.55,
11.0,3.6,
12.1,3.6,
13.2,3.56,
14.3,3.59,
15.4,3.59,
16.4,3.58,
17.4,3.59,
18.4,3.6,
19.5,3.57,
20.6,3.59,
21.6,3.59,
22.7,3.56,
23.7,3.58,
24.8,3.59,
25.9,3.53,
27.0,3.55,
28.1,3.58,
29.2,3.58,
30.3,3.59,
31.5,3.58,
32.6,3.58,
33.6,3.58,
34.6,3.58,
35.6,3.58,
36.7,3.6,
37.7,3.56,
