# total_ram_gb=7.0
t,ram_gb,vram_gb
0.0,3.53,
1.0,3.46,
2.2,3.53,
3.2,3.52,
4.2,3.51,
5.3,3.51,
6.3,3.53,
7.5,3.55,
8.6,3.56,
9.6,3.61,
10.7,3.47,
11.8,3.54,
12.8,3.57,
14.0,3.46,
15.0,3.49,
16.2,3.52,
17.2,3.53,
18.3,3.53,
19.3,3.52,
20.3,3.52,
21.5,3.53,
22.6,3.53,
23.7,3.53,
24.7,3.57,
