# total_ram_gb=7.0
t,ram_gb,vram_gb
0.0,3.57,
1.0,3.44,
2.1,3.53,
3.1,3.52,
4.2,3.5,
5.2,3.51,
6.3,3.52,
7.3,3.52,
8.5,3.54,
9.6,3.55,
10.6,3.57,
11.6,3.64,
12.7,3.56,
13.8,3.59,
14.8,3.61,
15.9,3.61,
17.0,3.61,
18.0,3.61,
19.1,3.61,
20.2,3.6,
21.3,3.61,
22.5,3.6,
23.5,3.25,
24.6,3.29,
25.6,3.31,
26.6,3.32,
27.7,3.34,
28.7,3.29,
29.7,3.31,
30.8,3.38,
31.9,3.37,
32.9,3.37,
33.9,3.36,
35.0,3.37,
36.0,3.37,
37.1,3.37,
38.2,3.37,
39.3,3.37,
40.3,3.37,
41.3,3.37,
