# total_ram_gb=7.0
t,ram_gb,vram_gb
0.0,3.61,
1.1,3.55,
2.2,3.53,
3.4,3.64,
4.5,3.64,
5.5,3.64,
6.6,3.64,
7.7,3.63,
8.8,3.63,
9.8,3.63,
10.9,3.61,
12.0,3.63,
13.1,3.62,
14.1,3.62,
15.3,3.59,
16.3,3.61,
17.5,3.63,
18.6,3.63,
19.6,3.58,
20.6,3.62,
21.6,3.63,
22.7,3.55,
23.8,3.62,
24.8,3.6,
25.8,3.59,
27.0,3.56,
28.1,3.61,
29.2,3.61,
30.2,3.51,
31.4,3.56,
32.5,3.62,
33.6,3.61,
34.7,3.6,
35.8,3.61,
36.9,3.61,
37.9,3.61,
39.0,3.61,
40.0,3.56,
41.1,3.06,
42.2,3.13,
